1,30
3,20
5,20
7,20
9,10
11,5
13,5
15,5
17,5
19,5
21,5
23,5
25,5
27,10
29,10
31,20
33,20
35,30
37,40
39,40
41,30
43,20
45,20
47,20
49,30
51,20
53,20
55,20
57,10
59,20
61,20
63,20
65,20
67,10
69,10
71,10
73,10
75,30
77,30
79,20
81,20
83,20
85,20
87,20
89,20
91,20
93,30
95,30
97,30
99,30
101,30
103,20
105,20
107,30
109,20
111,20
113,30
115,30
117,30
119,30
121,30
123,20
125,20
127,20
129,20
131,40
133,40
135,20
137,10
139,10
141,10
143,10
145,10
147,20
149,20
151,20
153,20
155,20
157,10
159,10
161,10
163,5
165,5
167,5
169,5
171,5
173,5
175,10
177,10
179,30
181,40
183,40
185,50
187,50
189,50
191,50
193,50
195,30
197,20
199,20
201,40
203,40
205,30
207,20
209,20
211,20
213,40
215,40
217,40
219,30
221,20
223,30
225,20
227,20
229,20
231,30
233,30
235,30
237,30
239,20
241,20
243,20
245,20
247,30
249,40
251,40
253,40
255,40
257,30
259,30
261,30
263,30
265,30
267,40
269,40
271,40
273,40
275,30
277,30
279,30
281,30
283,30
285,20
287,20
289,20
291,20
293,5
295,5
297,5
299,5
301,5
303,10
305,40
307,40
309,40
311,40
313,40
315,40
317,40
319,40
321,30
323,30
325,30
327,40
329,40
331,40
333,40
335,50
337,50
339,40
341,30
343,20
345,20
347,20
349,20
351,30
353,30
355,40
357,40
359,40
361,40
363,30
365,30
367,30
369,50
371,60
373,60
375,60
377,40
379,40
381,30
383,30
385,20
387,30
389,30
391,40
393,50
395,50
397,50
399,50
401,50
403,50
405,50
407,40
409,40
411,30
413,30
415,30
417,30
419,30
421,30
423,40
425,40
427,30
429,20
431,20
433,10
435,10
437,10
439,10
441,10
443,5
445,5
447,5
449,5
451,5
453,5
455,5
457,5
459,5
461,5
463,5
465,5
467,10
469,30
471,40
473,40
475,40
477,40
479,40
481,40
483,50
485,50
487,40
489,40
491,60
493,50
495,50
497,50
499,40
501,50
503,50
505,50
507,50
509,30
511,20
513,30
515,50
517,50
519,50
521,50
523,60
525,60
527,60
529,60
531,60
533,40
535,40
537,50
539,50
541,50
543,50
545,50
547,50
549,50
551,40
553,30
555,30
557,30
559,40
561,50
563,50
565,50
567,50
569,60
571,60
573,60
575,60
577,60
579,60
581,60
583,60
585,60
587,50
589,50
591,50
593,50
595,40
597,40
599,30
601,30
603,30
605,20
607,20
609,20
611,20
613,10
615,10
617,10
619,10
621,10
623,10
625,10
627,5
629,5
631,5
633,5
635,10
637,30
639,40
641,40
643,50
645,60
647,30
649,40
651,50
653,60
655,60
657,60
659,75
661,80
663,80
665,80
667,80
669,80
671,75
673,75
675,75
677,75
679,60
681,50
683,50
685,50
687,50
689,50
691,60
693,60
695,60
697,60
699,60
701,60
703,60
705,60
707,75
709,75
711,75
713,60
715,60
717,40
719,40
721,50
723,50
725,50
727,50
729,50
731,50
733,60
735,60
737,60
739,60
741,60
743,60
745,60
747,30
749,30
751,30
753,30
755,30
757,30
759,30
761,40
763,40
765,30
767,30
769,20
771,20
773,10
775,10
777,10
779,10
781,10
783,10
785,10
787,10
789,10
791,10
793,5
795,5
797,5
799,30
801,30
803,40
805,40
807,40
809,40
811,40
813,40
815,40
817,40
819,50
821,50
823,50
825,50
827,40
829,40
831,30
833,30
835,30
837,30
839,20
841,20
843,20
845,40
847,40
849,40
851,40
853,40
855,50
857,50
859,50
861,40
863,30
865,20
867,30
869,40
871,40
873,40
875,30
877,30
879,40
881,20
883,20
885,20
887,40
889,40
891,50
893,50
895,40
897,40
899,40
901,40
903,30
905,30
907,30
909,40
911,40
913,20
915,20
917,20
919,20
921,30
923,30
925,30
927,20
929,20
931,20
933,20
935,20
937,20
939,20
941,10
943,5
945,5
947,5
949,5
951,5
953,5
955,5
957,5
959,5
961,5
963,5
965,10
967,20
969,40
971,50
973,50
975,40
977,30
979,30
981,40
983,40
985,40
987,50
989,60
991,60
993,60
995,60
997,60
999,60
1001,40
1003,40
1005,40
1007,40
1009,30
1011,40
1013,50
1015,50
1017,60
1019,60
1021,60
1023,60
1025,60
1027,60
1029,60
1031,60
1033,60
1035,60
1037,60
1039,60
1041,60
1043,50
1045,50
1047,40
1049,30
1051,30
1053,30
1055,60
1057,60
1059,60
1061,60
1063,60
1065,60
1067,60
1069,60
1071,60
1073,60
1075,60
1077,40
1079,30
1081,40
1083,40
1085,30
1087,40
1089,50
1091,50
1093,50
1095,50
1097,50
1099,30
1101,30
1103,30
1105,20
1107,20
1109,10
1111,10
1113,10
1115,10
1117,10
1119,10
1121,10
1123,10
1125,5
1127,5
1129,5
1131,5
1133,5
1135,5
1137,10
1139,20
1141,30
1143,30
1145,40
1147,50
1149,50
1151,30
1153,20
1155,20
1157,20
1159,30
1161,30
1163,30
1165,40
1167,30
1169,30
1171,20
1173,20
1175,20
1177,30
1179,30
1181,30
1183,30
1185,30
1187,20
1189,20
1191,20
1193,20
1195,20
1197,20
1199,30
1201,20
1203,20
1205,20
1207,20
1209,20
1211,30
1213,30
1215,30
1217,30
1219,20
1221,40
1223,40
1225,30
1227,30
1229,30
1231,30
1233,30
1235,20
1237,20
1239,20
1241,20
1243,20
1245,20
1247,20
1249,20
1251,20
1253,20
1255,20
1257,20
1259,20
1261,20
1263,20
1265,20
1267,10
1269,10
1271,10
1273,10
1275,5
1277,5
1279,5
1281,5
1283,5
1285,5
1287,5
1289,5
1291,5
1293,5
1295,5
1297,5
1299,10
1301,20
1303,30
1305,60
1307,60
1309,60
1311,50
1313,50
1315,50
1317,40
1319,40
1321,40
1323,40
1325,60
1327,60
1329,60
1331,75
1333,75
1335,75
1337,60
1339,60
1341,40
1343,40
1345,40
1347,60
1349,60
1351,60
1353,60
1355,60
1357,70
1359,75
1361,90
1363,90
1365,90
1367,75
1369,60
1371,60
1373,60
1375,60
1377,60
1379,60
1381,50
1383,30
1385,30
1387,30
1389,50
1391,60
1393,60
1395,90
1397,90
1399,60
1401,60
1403,60
1405,60
1407,60
1409,60
1411,60
1413,60
1415,60
1417,60
1419,50
1421,50
1423,50
1425,50
1427,50
1429,50
1431,50
1433,50
1435,50
1437,30
1439,30
1441,20
1443,20
1445,20
1447,20
1449,10
1451,10
1453,10
1455,10
1457,10
1459,10
1461,10
1463,5
1465,5
1467,5
1469,20
1471,40
1473,50
1475,50
1477,40
1479,40
1481,40
1483,40
1485,50
1487,50
1489,50
1491,30
1493,30
1495,30
1497,60
1499,60
1501,30
1503,20
1505,30
1507,30
1509,30
1511,30
1513,30
1515,30
1517,50
1519,60
1521,50
1523,40
1525,30
1527,30
1529,40
1531,40
1533,50
1535,75
1537,75
1539,40
1541,40
1543,50
1545,50
1547,50
1549,40
1551,40
1553,40
1555,40
1557,40
1559,40
1561,40
1563,40
1565,40
1567,40
1569,50
1571,50
1573,50
1575,40
1577,40
1579,40
1581,20
1583,20
1585,20
1587,20
1589,20
1591,20
1593,30
1595,30
1597,30
1599,30
1601,20
1603,20
1605,20
1607,20
1609,10
1611,10
1613,5
1615,5
1617,5
1619,5
1621,5
1623,5
1625,5
1627,5
1629,5
1631,5
1633,10
1635,10
1637,10
1639,20
1641,40
1643,50
1645,60
1647,60
1649,50
1651,50
1653,40
1655,40
1657,30
1659,30
1661,30
1663,30
1665,40
1667,40
1669,40
1671,40
1673,40
1675,30
1677,20
1679,20
1681,20
1683,30
1685,40
1687,40
1689,40
1691,40
1693,40
1695,20
1697,20
1699,20
1701,20
1703,30
1705,40
1707,40
1709,40
1711,40
1713,40
1715,40
1717,40
1719,40
1721,30
1723,20
1725,30
1727,20
1729,30
1731,30
1733,30
1735,30
1737,30
1739,30
1741,30
1743,30
1745,30
1747,30
1749,30
1751,30
1753,20
1755,20
1757,20
1759,20
1761,20
1763,20
1765,20
1767,10
1769,10
1771,10
1773,20
1775,20
1777,10
1779,10
1781,10
1783,10
1785,10
1787,10
1789,10
1791,10
1793,10
1795,10
1797,10
1799,5
1801,5
1803,10
1805,20
1807,20
1809,40
1811,40
1813,40
1815,40
1817,40
1819,40
1821,40
1823,50
1825,50
1827,50
1829,40
1831,40
1833,30
1835,30
1837,40
1839,40
1841,40
1843,40
1845,40
1847,30
1849,30
1851,30
1853,30
1855,30
1857,30
1859,30
1861,30
1863,30
1865,40
1867,40
1869,40
1871,40
1873,60
1875,50
1877,50
1879,50
1881,40
1883,40
1885,20
1887,20
1889,20
1891,20
1893,20
1895,30
1897,30
1899,30
1901,40
1903,40
1905,40
1907,30
1909,30
1911,30
1913,20
1915,20
1917,20
1919,30
1921,30
1923,40
1925,40
1927,40
1929,30
1931,20
1933,20
1935,20
1937,10
1939,10
1941,10
1943,10
1945,5
1947,5
1949,5
1951,5
1953,5
1955,5
1957,5
1959,5
1961,5
1963,5
1965,10
1967,10
1969,30
1971,50
1973,50
1975,50
1977,40
1979,30
1981,40
1983,50
1985,50
1987,50
1989,50
1991,40
1993,40
1995,40
1997,40
1999,50
2001,50
2003,40
2005,50
2007,40
2009,30
2011,30
2013,40
2015,40
2017,40
2019,30
2021,30
2023,30
2025,30
2027,30
2029,30
2031,30
2033,40
2035,50
2037,50
2039,40
2041,30
2043,30
2045,30
2047,30
2049,40
2051,40
2053,40
2055,50
2057,40
2059,40
2061,30
2063,30
2065,30
2067,30
2069,40
2071,40
2073,50
2075,50
2077,40
2079,30
2081,30
2083,30
2085,30
2087,20
2089,20
2091,20
2093,20
2095,20
2097,20
2099,20
2101,10
2103,5
2105,5
2107,5
2109,5
2111,5
2113,5
2115,5
2117,5
2119,5
2121,5
2123,5
2125,5
2127,5
2129,5
2131,5
2133,5
2135,5
2137,5
2139,5
2141,5
2143,10
2145,10
2147,20
2149,10
2151,10
2153,10
2155,10
2157,10
2159,10
2161,10
2163,10
2165,5
2167,5
2169,5
2171,5
2173,5
2175,5
2177,10
2179,10
2181,10
2183,10
2185,10
2187,10
2189,5
2191,5
2193,5
2195,5
2197,5
2199,5
2201,5
2203,5
2205,5
2207,5
2209,5
2211,5
2213,5
2215,5
2217,5
2219,10
2221,10
2223,10
2225,10
2227,10
2229,10
2231,10
2233,5
2235,5
2237,5
2239,5
2241,5
2243,5
2245,5
2247,5
2249,5
2251,5
2253,5
2255,5
2257,5
2259,5
2261,5
2263,5
2265,5
2267,5
2269,5
2271,5
2273,5
2275,5
2277,5
2279,5
2281,5
2283,5
2285,5
2287,5
2289,5
2291,5
2293,10
2295,10
2297,20
2299,20
2301,20
2303,10
2305,10
2307,10
2309,20
2311,20
2313,20
2315,20
2317,30
2319,30
2321,30
2323,20
2325,20
2327,20
2329,20
2331,20
2333,20
2335,30
2337,30
2339,30
2341,20
2343,20
2345,20
2347,20
2349,20
2351,20
2353,20
2355,30
2357,20
2359,20
2361,20
2363,20
2365,20
2367,20
2369,20
2371,20
2373,30
2375,20
2377,20
2379,20
2381,20
2383,20
2385,20
2387,20
2389,20
2391,20
2393,20
2395,20
2397,20
2399,10
2401,10
2403,10
2405,10
2407,10
2409,10
