1,0,2
2,30,2
3,30,2
4,30,2
5,20,2
6,20,2
7,20,2
8,20,2
9,20,2
10,20,2
11,10,2
1,10,2
2,5,2
3,5,2
4,5,2
5,5,2
6,5,2
7,5,2
8,5,2
9,5,2
10,10,2
11,10,2
12,10,2
13,10,2
14,20,2
15,20,2
16,20,2
17,20,2
18,20,2
19,30,2
20,30,2
21,40,2
22,40,2
23,40,2
24,30,2
25,30,2
26,20,2
27,20,2
28,20,2
29,20,2
30,20,2
31,20,2
32,30,2
33,30,2
34,30,2
35,20,2
36,20,2
37,20,2
38,20,2
39,20,2
40,10,2
41,10,2
42,20,2
43,20,2
44,20,2
45,20,2
46,20,2
47,20,2
48,20,2
49,20,2
50,10,2
51,10,2
52,10,2
53,10,2
54,10,2
55,10,2
56,10,2
57,10,2
58,20,2
59,30,2
60,30,2
61,30,2
62,20,2
63,20,2
64,20,2
65,20,2
66,20,2
67,20,2
68,20,2
69,20,2
70,20,2
71,20,2
72,20,2
73,20,2
74,20,2
75,20,2
76,20,2
77,30,2
78,30,2
79,30,2
80,30,2
81,30,2
82,30,2
83,30,2
84,30,2
85,30,2
86,30,2
87,20,2
88,20,2
89,20,2
90,30,2
91,30,2
92,30,2
93,20,2
94,20,2
95,20,2
96,30,2
97,30,2
98,30,2
99,30,2
100,30,2
101,30,2
102,30,2
103,30,2
104,30,2
105,30,2
106,20,2
107,20,2
108,20,2
109,20,2
110,20,2
111,20,2
112,20,2
113,20,2
114,20,2
115,40,2
116,40,2
117,40,2
118,20,2
119,20,2
120,20,2
121,10,2
122,10,2
123,10,2
124,10,2
125,10,2
126,10,2
127,10,2
128,10,2
129,10,2
130,20,2
131,20,2
132,20,2
133,20,2
134,20,2
135,20,2
136,20,2
137,20,2
138,20,2
139,20,2
140,20,2
141,10,2
142,10,2
143,10,2
144,10,2
1,10,1
2,5,1
3,5,1
4,5,1
5,5,1
6,5,1
7,5,1
8,10,1
9,10,1
10,10,1
11,10,1
12,30,1
13,30,1
14,40,1
15,40,1
16,40,1
17,40,1
18,40,1
19,50,1
20,50,1
21,50,1
22,50,1
23,50,1
24,50,1
25,50,1
26,50,1
27,50,1
28,30,1
29,30,1
30,30,1
31,20,1
32,20,1
33,20,1
34,30,1
35,40,1
36,40,1
37,40,1
38,30,1
39,30,1
40,20,1
41,20,1
42,20,1
43,20,1
44,20,1
45,20,1
46,30,1
47,40,1
48,40,1
49,40,1
50,40,1
51,40,1
52,30,1
53,30,1
54,30,1
55,20,1
56,30,1
57,30,1
58,30,1
59,20,1
60,20,1
61,20,1
62,20,1
63,20,1
64,30,1
65,30,1
66,30,1
67,30,1
68,30,1
69,30,1
70,30,1
71,30,1
72,20,1
73,20,1
74,20,1
75,20,1
76,20,1
77,20,1
78,20,1
79,20,1
80,20,1
81,30,1
82,40,1
83,40,1
84,40,1
85,40,1
86,40,1
87,40,1
88,40,1
89,40,1
90,40,1
91,30,1
92,20,1
93,30,1
94,30,1
95,30,1
96,30,1
97,30,1
98,30,1
99,30,1
100,30,1
101,40,1
102,40,1
103,40,1
104,40,1
105,40,1
106,40,1
107,40,1
108,40,1
109,30,1
110,30,1
111,30,1
112,30,1
113,30,1
114,30,1
115,30,1
116,30,1
117,30,1
118,20,1
119,20,1
120,20,1
121,20,1
122,20,1
123,20,1
124,20,1
125,20,1
126,5,1
127,5,1
128,-1,1
129,-1,1
130,-1,1
131,-1,1
132,-1,1
133,-1,1
134,-1,1
135,-1,1
136,-1,1
137,-1,1
138,-1,1
139,-1,1
140,-1,1
141,-1,1
142,-1,1
143,-1,1
1,-1,1
2,5,1
3,5,1
4,5,1
5,5,1
6,5,1
7,5,1
8,5,1
9,5,1
10,10,1
11,10,1
12,20,1
13,40,1
14,40,1
15,40,1
16,40,1
17,40,1
18,40,1
19,40,1
20,40,1
21,40,1
22,40,1
23,40,1
24,40,1
25,40,1
26,40,1
27,40,1
28,30,1
29,30,1
30,30,1
31,30,1
32,30,1
33,30,1
34,40,1
35,40,1
36,40,1
37,40,1
38,40,1
39,40,1
40,40,1
41,40,1
42,40,1
43,50,1
44,50,1
45,50,1
46,50,1
47,40,1
48,30,1
49,30,1
50,20,1
51,20,1
52,20,1
53,20,1
54,20,1
55,20,1
56,20,1
57,20,1
58,30,1
59,30,1
60,30,1
61,30,1
62,40,1
63,40,1
64,40,1
65,40,1
66,40,1
67,40,1
68,40,1
69,40,1
70,40,1
71,30,1
72,30,1
73,30,1
74,30,1
75,30,1
76,40,1
77,50,1
78,50,1
79,60,1
80,60,1
81,60,1
82,60,1
83,60,1
84,50,1
85,40,1
86,40,1
87,40,1
88,30,1
89,30,1
90,30,1
91,30,1
92,30,1
93,20,1
94,20,1
95,30,1
96,30,1
97,30,1
98,40,1
99,40,1
100,50,1
101,50,1
102,50,1
103,50,1
104,50,1
105,50,1
106,50,1
107,50,1
108,50,1
109,50,1
110,50,1
111,50,1
112,50,1
113,50,1
114,40,1
115,40,1
116,40,1
117,40,1
118,30,1
119,30,1
120,30,1
121,30,1
122,30,1
123,30,1
124,30,1
125,30,1
126,30,1
127,30,1
128,30,1
129,30,1
130,30,1
131,40,1
132,40,1
133,40,1
134,40,1
135,30,1
136,30,1
137,20,1
138,20,1
139,20,1
140,20,1
141,10,1
142,10,1
143,10,1
144,10,1
1,10,1
2,5,1
3,5,1
4,5,1
5,5,1
6,10,1
7,10,1
8,20,1
9,30,1
10,40,1
11,40,1
12,40,1
13,40,1
14,40,1
15,40,1
16,40,1
17,40,1
18,40,1
19,40,1
20,40,1
21,40,1
22,40,1
23,50,1
24,50,1
25,50,1
26,50,1
27,40,1
28,40,1
29,40,1
30,60,1
31,60,1
32,60,1
33,50,1
34,50,1
35,50,1
36,50,1
37,50,1
38,40,1
39,40,1
40,50,1
41,50,1
42,50,1
43,50,1
44,50,1
45,50,1
46,50,1
47,50,1
48,30,1
49,30,1
50,30,1
51,20,1
52,20,1
53,30,1
54,40,1
55,50,1
56,50,1
57,50,1
58,50,1
59,50,1
60,50,1
61,50,1
62,50,1
63,60,1
64,60,1
65,60,1
66,60,1
67,60,1
68,60,1
69,60,1
70,60,1
71,60,1
72,60,1
73,40,1
74,40,1
75,40,1
76,50,1
77,50,1
78,50,1
79,50,1
80,50,1
81,50,1
82,50,1
83,50,1
84,50,1
85,50,1
86,50,1
87,50,1
88,50,1
89,50,1
90,50,1
91,40,1
92,30,1
93,30,1
94,30,1
95,30,1
96,30,1
97,30,1
98,40,1
99,40,1
100,50,1
101,50,1
102,50,1
103,50,1
104,50,1
105,50,1
106,50,1
107,50,1
108,60,1
109,60,1
110,60,1
111,60,1
112,60,1
113,60,1
114,60,1
115,60,1
116,60,1
117,60,1
118,60,1
119,60,1
120,60,1
121,60,1
122,60,1
123,60,1
124,60,1
125,60,1
126,50,1
127,50,1
128,50,1
129,50,1
130,50,1
131,50,1
132,50,1
133,50,1
134,40,1
135,40,1
136,40,1
137,40,1
138,40,1
139,30,1
140,30,1
141,30,1
142,30,1
143,30,1
144,20,1
1,20,1
2,5,1
3,5,1
4,5,1
5,5,1
6,5,1
7,10,1
8,15,1
9,30,1
10,40,1
11,40,1
12,40,1
13,40,1
14,50,1
15,50,1
16,50,1
17,60,1
18,20,1
19,30,1
20,30,1
21,40,1
22,40,1
23,50,1
24,60,1
25,60,1
26,60,1
27,60,1
28,60,1
29,60,1
30,70,1
31,75,1
32,80,1
33,80,1
34,80,1
35,80,1
36,80,1
37,80,1
38,80,1
39,80,1
40,80,1
41,80,1
42,75,1
43,75,1
44,75,1
45,75,1
46,75,1
47,75,1
48,75,1
49,75,1
50,75,1
51,60,1
52,50,1
53,50,1
54,50,1
55,50,1
56,50,1
57,50,1
58,50,1
59,50,1
60,50,1
61,50,1
62,60,1
63,60,1
64,60,1
65,60,1
66,60,1
67,60,1
68,60,1
69,60,1
70,60,1
71,60,1
72,60,1
73,60,1
74,60,1
75,60,1
76,60,1
77,60,1
78,75,1
79,75,1
80,75,1
81,75,1
82,75,1
83,75,1
84,60,1
85,60,1
86,60,1
87,60,1
88,40,1
89,40,1
90,40,1
91,40,1
92,40,1
93,50,1
94,50,1
95,50,1
96,50,1
97,50,1
98,50,1
99,50,1
100,50,1
101,50,1
102,50,1
103,50,1
104,50,1
105,60,1
106,60,1
107,60,1
108,60,1
109,60,1
110,60,1
111,60,1
112,60,1
113,60,1
114,60,1
115,60,1
116,60,1
117,60,1
118,40,1
119,30,1
120,30,1
121,30,1
122,30,1
123,30,1
124,30,1
125,30,1
126,30,1
127,30,1
128,30,1
129,30,1
130,30,1
131,30,1
132,30,1
133,40,1
134,40,1
135,40,1
136,40,1
137,30,1
138,30,1
1,30,1
2,5,1
3,5,1
4,5,1
5,5,1
6,5,1
7,5,1
8,5,1
9,30,1
10,30,1
11,30,1
12,40,1
13,40,1
14,40,1
15,40,1
16,40,1
17,40,1
18,40,1
19,40,1
20,40,1
21,40,1
22,40,1
23,40,1
24,40,1
25,40,1
26,40,1
27,40,1
28,50,1
29,50,1
30,50,1
31,50,1
32,50,1
33,50,1
34,50,1
35,50,1
36,40,1
37,40,1
38,40,1
39,40,1
40,40,1
41,30,1
42,30,1
43,30,1
44,30,1
45,30,1
46,30,1
47,30,1
48,30,1
49,20,1
50,20,1
51,20,1
52,20,1
53,20,1
54,20,1
55,40,1
56,40,1
57,40,1
58,40,1
59,40,1
60,40,1
61,40,1
62,40,1
63,40,1
64,50,1
65,50,1
66,50,1
67,50,1
68,50,1
69,50,1
70,50,1
71,40,1
72,30,1
73,30,1
74,20,1
75,20,1
76,30,1
77,30,1
78,30,1
79,40,1
80,40,1
81,40,1
82,40,1
83,40,1
84,40,1
85,30,1
86,30,1
87,30,1
88,30,1
89,40,1
90,30,1
91,20,1
92,20,1
93,20,1
94,20,1
95,20,1
96,30,1
97,40,1
98,40,1
99,40,1
100,50,1
101,50,1
102,50,1
103,50,1
104,50,1
105,40,1
106,40,1
107,40,1
108,40,1
109,40,1
110,40,1
111,40,1
112,30,1
113,30,1
114,30,1
115,30,1
116,30,1
117,30,1
118,40,1
119,40,1
120,40,1
121,40,1
122,30,1
123,20,1
124,20,1
125,20,1
126,20,1
127,20,1
128,20,1
129,20,1
130,30,1
131,30,1
132,30,1
133,30,1
134,30,1
135,30,1
136,20,1
137,20,1
138,20,1
139,20,1
140,20,1
141,20,1
142,20,1
143,20,1
144,20,1
1,20,2
2,5,2
3,5,2
4,5,2
5,5,2
6,5,2
7,5,2
8,10,2
9,20,2
10,20,2
11,20,2
12,40,2
13,50,2
14,50,2
15,50,2
16,50,2
17,50,2
18,40,2
19,40,2
20,30,2
21,30,2
22,30,2
23,30,2
24,40,2
25,40,2
26,40,2
27,40,2
28,40,2
29,50,2
30,50,2
31,50,2
32,60,2
33,60,2
34,60,2
35,60,2
36,60,2
37,60,2
38,60,2
39,60,2
40,60,2
41,60,2
42,60,2
43,40,2
44,40,2
45,40,2
46,40,2
47,40,2
48,40,2
49,40,2
